match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S07M054,1,24,9,266.67,160-7(17.2),185-8(19.0),0.0,,,24 off 9,Tanush Kotian,CSK,8-200 (120),spin
S07M058,1,13,3,433.33,194-6(19.4),,0.0,,,13 off 3,Tanush Kotian,CSK,6-201 (120),pace
S07M061,2,13,5,260.0,170-5(17.2),181-6(18.3),0.0,,,13 off 5,Tanush Kotian,CSK,7-195 (120),neutralish
S07M066,2,5,2,250.0,223-5(19.4),,0.0,,,5 off 2,Tanush Kotian,CSK,5-225 (120),neutralish
S07M001,2,6,7,85.71,82-2(9.3),96-3(11.3),0.0,,6 off 7,,SS Iyer,MI,10-148 (114),pace
S07M007,2,53,26,203.85,54-1(4.0),132-3(10.5),0.0,21 off 10,32 off 16,,SS Iyer,MI,10-185 (113),pace
S07M011,2,6,7,85.71,66-2(7.4),77-3(9.5),0.0,,6 off 7,,SS Iyer,MI,5-188 (120),spin
S07M016,1,38,20,190.0,113-2(10.3),199-6(17.5),0.0,,27 off 13,11 off 7,SS Iyer,MI,9-210 (120),spin
S07M023,1,1,3,33.33,85-2(6.5),87-3(7.3),1.0,,1 off 3,,SS Iyer,MI,6-188 (120),pace
S07M030,1,0,1,0.0,11-3(1.3),11-3(1.3),0.0,0 off 1,,,SS Iyer,MI,10-144 (116),spin
S07M033,2,18,16,112.5,29-2(3.2),83-4(9.1),0.0,11 off 7,7 off 9,,SS Iyer,MI,8-148 (120),spin
S07M041,2,14,9,155.56,133-3(14.0),159-4(16.0),0.0,,13 off 6,1 off 3,SS Iyer,MI,7-216 (120),spin
S07M057,2,32,25,128.0,106-4(9.2),193-8(19.1),0.0,,27 off 19,5 off 6,SS Iyer,MI,10-199 (119),pace
S07M011,1,85,52,163.46,7-0(0.2),,1.0,15 off 18,45 off 24,25 off 10,Rohan Kunnummal,KKR,5-194 (120),spin
S07M017,1,37,21,176.19,1-0(0.4),74-4(7.5),0.0,28 off 16,9 off 5,,Rohan Kunnummal,KKR,10-134 (106),pace
S07M025,1,16,11,145.45,1-0(0.1),27-1(3.1),1.0,16 off 11,,,Rohan Kunnummal,KKR,5-202 (120),pace
S07M028,1,9,4,225.0,1-0(0.1),24-1(2.1),0.0,9 off 4,,,Rohan Kunnummal,KKR,10-129 (105),pace
S07M032,1,20,16,125.0,0-0(0.1),60-1(5.0),1.0,20 off 16,,,Rohan Kunnummal,KKR,9-226 (120),spin
S07M037,1,0,1,0.0,0-1(0.1),0-1(0.1),0.0,0 off 1,,,Rohan Kunnummal,KKR,7-173 (120),neutralish
S07M005,1,4,3,133.33,190-5(18.3),,0.0,,,4 off 3,HH Pandya,SRH,8-195 (120),neutralish
S07M012,1,23,8,287.5,204-5(17.4),,1.0,,,23 off 8,HH Pandya,SRH,7-234 (120),neutralish
S07M019,2,8,3,266.67,170-4(17.0),177-5(17.3),0.0,,,8 off 3,HH Pandya,SRH,8-193 (120),neutralish
S07M022,1,33,23,143.48,106-4(10.0),172-5(17.3),0.0,,22 off 17,11 off 6,HH Pandya,SRH,7-192 (120),spin
S07M031,1,20,6,333.33,174-5(16.2),191-7(17.3),0.0,,,20 off 6,HH Pandya,SRH,10-191 (112),pace
S07M044,2,5,2,250.0,215-5(18.2),,1.0,,,5 off 2,HH Pandya,SRH,5-220 (112),spin
S07M063,1,18,7,257.14,158-5(15.4),201-7(19.5),1.0,,,18 off 7,HH Pandya,SRH,7-205 (120),pace
S07M068,2,46,26,176.92,6-0(0.3),104-1(9.1),0.0,29 off 17,17 off 9,,HH Pandya,SRH,9-191 (120),neutralish
S07M002,1,19,8,237.5,150-5(16.3),,0.0,,,19 off 8,Jay Gohil,LSG,8-183 (120),pace
S07M024,2,6,3,200.0,163-5(16.2),,1.0,,,6 off 3,Jay Gohil,LSG,5-175 (103),spin
S07M035,2,14,8,175.0,181-5(17.0),,0.0,,,14 off 8,Jay Gohil,LSG,5-218 (120),spin
S07M038,1,2,3,66.67,187-5(18.5),199-6(19.4),0.0,,,2 off 3,Jay Gohil,LSG,7-200 (120),pace
S07M042,1,33,13,253.85,150-5(16.4),,0.0,,,33 off 13,Jay Gohil,LSG,8-187 (120),spin
S07M052,2,23,12,191.67,145-5(15.2),204-7(19.3),0.0,,,23 off 12,Jay Gohil,LSG,7-212 (120),pace
S07M056,2,42,20,210.0,88-3(9.3),172-4(15.5),0.0,,35 off 17,7 off 3,Jay Gohil,LSG,8-218 (120),neutralish
S07M062,2,0,2,0.0,150-4(14.5),150-5(15.0),1.0,,0 off 2,,Jay Gohil,LSG,9-170 (115),spin
S07M003,1,47,15,313.33,162-5(15.4),,1.0,,,47 off 15,D Wiese,KKR,8-224 (120),pace
S07M011,1,14,8,175.0,172-4(17.5),190-5(19.3),1.0,,,14 off 8,D Wiese,KKR,5-194 (120),spin
S07M017,1,0,2,0.0,90-5(9.1),90-6(9.2),0.0,,0 off 2,,D Wiese,KKR,10-134 (106),pace
S07M025,1,29,13,223.08,164-5(16.3),,1.0,,,29 off 13,D Wiese,KKR,5-202 (120),pace
S07M028,1,4,3,133.33,97-4(10.4),101-5(11.0),0.0,,4 off 3,,D Wiese,KKR,10-129 (105),pace
S07M032,1,12,9,133.33,161-5(14.0),192-6(16.2),1.0,,3 off 5,9 off 4,D Wiese,KKR,9-226 (120),spin
S07M037,1,2,3,66.67,85-4(9.5),95-5(11.0),0.0,,2 off 3,,D Wiese,KKR,7-173 (120),neutralish
S07M046,1,5,5,100.0,110-5(13.2),122-6(14.4),1.0,,5 off 5,,D Wiese,KKR,9-143 (120),pace
S07M064,2,16,8,200.0,69-4(7.2),103-7(9.5),0.0,,16 off 8,,D Wiese,KKR,10-147 (96),pace
S07M009,2,27,17,158.82,5-0(0.3),59-1(5.4),1.0,27 off 17,,,SP Narine,PBKS,5-92 (70),spin
S07M013,2,0,3,0.0,7-0(0.5),8-1(1.3),0.0,0 off 3,,,SP Narine,PBKS,10-182 (112),spin
S07M033,1,46,32,143.75,1-0(0.3),99-1(10.4),1.0,30 off 20,16 off 12,,SP Narine,PBKS,3-191 (120),spin
S07M040,1,0,2,0.0,7-0(0.5),7-1(1.0),0.0,0 off 2,,,SP Narine,PBKS,10-75 (74),spin
S07M043,2,46,23,200.0,62-1(4.4),129-3(11.3),0.0,16 off 6,30 off 17,,SP Narine,PBKS,10-179 (106),spin
S07M001,1,10,3,333.33,256-5(19.4),262-6(20.0),1.0,,,10 off 3,Chirag Jani,RCB,6-262 (120),pace
S07M020,1,6,9,66.67,57-3(5.3),71-7(8.5),1.0,1 off 3,5 off 6,,Chirag Jani,RCB,7-178 (120),spin
S07M027,1,14,8,175.0,134-6(14.2),,0.5,,2 off 2,12 off 6,Chirag Jani,RCB,8-185 (120),spin
S07M031,2,57,24,237.5,120-6(12.2),,1.0,,12 off 8,45 off 16,Chirag Jani,RCB,6-192 (110),pace
S07M046,2,6,3,200.0,101-5(9.0),110-7(9.5),0.0,,6 off 3,,Chirag Jani,RCB,10-122 (78),pace
S07M053,1,3,3,100.0,178-6(18.1),,1.0,,,3 off 3,Chirag Jani,RCB,6-205 (120),pace
S07M064,1,19,10,190.0,177-5(14.3),204-6(16.5),1.0,,4 off 3,15 off 7,Chirag Jani,RCB,10-214 (119),pace
S07M002,1,11,8,137.5,128-4(14.2),149-5(16.2),0.0,,2 off 2,9 off 6,Sameer Rizvi,LSG,8-183 (120),pace
S07M008,1,1,3,33.33,79-4(9.5),81-5(10.4),1.0,,1 off 3,,Sameer Rizvi,LSG,8-153 (120),spin
S07M014,2,31,13,238.46,133-4(12.5),,1.0,,20 off 8,11 off 5,Sameer Rizvi,LSG,5-174 (98),spin
S07M019,1,9,3,300.0,201-4(19.2),,1.0,,,9 off 3,Sameer Rizvi,LSG,4-219 (120),neutralish
S07M024,2,12,9,133.33,134-4(13.4),159-5(16.1),1.0,,9 off 6,3 off 3,Sameer Rizvi,LSG,5-175 (103),spin
S07M035,2,9,6,150.0,163-4(15.2),181-5(16.5),0.0,,,9 off 6,Sameer Rizvi,LSG,5-218 (120),spin
S07M038,1,6,6,100.0,180-4(17.2),186-5(18.4),0.0,,,6 off 6,Sameer Rizvi,LSG,7-200 (120),pace
S07M042,1,9,4,225.0,140-4(16.0),148-5(16.3),0.0,,,9 off 4,Sameer Rizvi,LSG,8-187 (120),spin
S07M048,2,14,5,280.0,176-4(18.2),,1.0,,,14 off 5,Sameer Rizvi,LSG,4-198 (118),pace
S07M052,2,1,2,50.0,136-4(14.2),143-5(15.0),0.0,,1 off 2,,Sameer Rizvi,LSG,7-212 (120),pace
S07M056,2,6,2,300.0,178-4(16.0),181-5(16.2),0.0,,,6 off 2,Sameer Rizvi,LSG,8-218 (120),neutralish
S07M062,2,6,2,300.0,157-5(15.2),157-6(15.3),1.0,,,6 off 2,Sameer Rizvi,LSG,9-170 (115),spin
S07M028,1,15,14,107.14,24-1(2.2),62-2(6.4),0.0,14 off 11,1 off 3,,WL Madsen,KKR,10-129 (105),pace
S07M042,2,42,20,210.0,106-2(12.3),,1.0,,17 off 9,25 off 11,WL Madsen,KKR,2-189 (115),spin
S07M046,1,48,30,160.0,32-1(3.3),124-7(15.0),1.0,9 off 7,39 off 23,,WL Madsen,KKR,9-143 (120),pace
S07M055,2,7,6,116.67,142-2(14.1),161-4(16.1),0.0,,2 off 2,5 off 4,WL Madsen,KKR,9-172 (120),spin
S07M017,2,57,40,142.5,2-1(0.2),95-3(11.4),1.0,25 off 20,32 off 20,,RR Rossouw,PBKS,4-135 (94),pace
S07M023,2,12,14,85.71,12-1(1.3),38-2(5.1),0.0,12 off 14,,,RR Rossouw,PBKS,4-179 (120),pace
S07M047,1,9,10,90.0,38-2(5.1),53-3(7.2),0.0,8 off 6,1 off 4,,RR Rossouw,PBKS,6-185 (120),neutralish
S07M058,2,28,22,127.27,61-2(8.2),129-3(15.0),1.0,,28 off 22,,RR Rossouw,PBKS,3-202 (120),pace
S07M070,2,6,13,46.15,60-1(4.4),88-5(9.5),0.0,0 off 3,6 off 10,,RR Rossouw,PBKS,10-132 (95),pace
S07M051,2,32,15,213.33,137-3(14.0),,1.0,,3 off 4,29 off 11,D Brevis,GT,4-205 (116),pace
S07M056,1,50,28,178.57,122-3(11.0),,1.0,,23 off 15,27 off 13,D Brevis,GT,6-219 (120),neutralish
S07M061,1,12,9,133.33,119-3(11.5),141-4(14.3),1.0,,12 off 9,,D Brevis,GT,9-196 (120),neutralish
S07M068,1,13,7,185.71,208-3(17.5),,1.0,,,13 off 7,D Brevis,GT,4-236 (120),neutralish
S07M004,2,7,5,140.0,186-3(15.4),198-4(16.4),0.0,,,7 off 5,TH David,GT,10-241 (118),neutralish
S07M006,1,15,9,166.67,94-3(9.4),116-6(13.1),0.0,,15 off 9,,TH David,GT,8-184 (120),pace
S07M013,1,3,4,75.0,151-4(17.3),,1.0,,,3 off 4,TH David,GT,5-192 (120),spin
S07M028,2,9,8,112.5,105-4(12.2),123-5(14.3),1.0,,9 off 8,,TH David,GT,5-130 (91),pace
S07M039,1,22,5,440.0,50-2(5.2),68-3(6.0),0.0,22 off 5,,,TH David,GT,6-207 (120),pace
S07M045,1,44,27,162.96,38-2(4.2),114-4(12.2),0.0,17 off 8,27 off 19,,TH David,GT,7-183 (120),neutralish
S07M050,2,6,4,150.0,54-3(4.2),69-4(5.3),0.0,6 off 4,,,TH David,GT,10-188 (109),neutralish
S07M009,2,1,3,33.33,60-3(6.2),61-5(7.1),1.0,,1 off 3,,TP Ura,PBKS,5-92 (70),spin
S07M013,2,67,32,209.38,48-3(4.3),164-6(15.5),0.0,5 off 4,44 off 23,18 off 5,TP Ura,PBKS,10-182 (112),spin
S07M033,1,25,14,178.57,157-3(16.3),,1.0,,,25 off 14,TP Ura,PBKS,3-191 (120),spin
S07M040,1,1,2,50.0,16-3(2.4),17-4(3.0),0.0,1 off 2,,,TP Ura,PBKS,10-75 (74),spin
S07M043,2,6,3,200.0,129-3(11.4),135-4(12.0),0.0,,6 off 3,,TP Ura,PBKS,10-179 (106),spin
S07M003,1,41,21,195.24,118-4(12.0),205-6(17.5),1.0,,28 off 15,13 off 6,Ramandeep Singh,KKR,8-224 (120),pace
S07M017,1,25,15,166.67,77-4(8.0),108-7(12.0),0.0,,25 off 15,,Ramandeep Singh,KKR,10-134 (106),pace
S07M028,1,11,7,157.14,112-6(14.0),123-7(15.1),0.0,,11 off 6,0 off 1,Ramandeep Singh,KKR,10-129 (105),pace
S07M059,1,0,1,0.0,173-5(19.4),173-5(19.4),1.0,,,0 off 1,Ramandeep Singh,KKR,5-180 (120),pace
S07M064,2,21,15,140.0,104-7(10.0),135-8(14.2),0.0,,21 off 15,,Ramandeep Singh,KKR,10-147 (96),pace
S07M007,1,17,10,170.0,129-3(11.2),148-4(14.1),1.0,,17 off 10,,BJ McMullen,DC,6-207 (120),pace
S07M012,2,7,4,175.0,202-4(18.2),216-5(19.4),0.0,,,7 off 4,BJ McMullen,DC,6-217 (120),neutralish
S07M021,1,1,2,50.0,200-4(16.4),219-5(18.0),1.0,,,1 off 2,BJ McMullen,DC,7-243 (120),pace
S07M026,2,23,21,109.52,76-3(7.0),125-4(13.1),0.0,,23 off 21,,BJ McMullen,DC,9-184 (120),pace
S07M038,2,5,4,125.0,18-0(0.5),19-1(1.2),1.0,5 off 4,,,BJ McMullen,DC,3-201 (99),pace
S07M059,2,13,9,144.44,5-1(0.5),33-5(5.1),0.0,13 off 9,,,BJ McMullen,DC,10-92 (82),pace
S07M067,1,32,17,188.24,133-4(13.4),202-7(19.5),1.0,,3 off 3,29 off 14,BJ McMullen,DC,7-202 (120),spin
S07M005,1,24,14,171.43,4-0(0.3),55-2(6.0),0.0,24 off 14,,,MW Short,SRH,8-195 (120),neutralish
S07M010,2,25,24,104.17,8-0(1.1),50-1(8.0),1.0,16 off 17,9 off 7,,MW Short,SRH,3-183 (110),neutralish
S07M012,1,38,24,158.33,1-0(0.1),81-2(7.4),1.0,35 off 20,3 off 4,,MW Short,SRH,7-234 (120),neutralish
S07M022,1,0,2,0.0,0-0(0.1),1-1(0.2),0.0,0 off 2,,,MW Short,SRH,7-192 (120),spin
S07M031,1,10,3,333.33,166-4(15.5),190-6(17.1),0.0,,,10 off 3,MW Short,SRH,10-191 (112),pace
S07M054,1,6,10,60.0,63-1(7.2),89-2(10.5),0.0,,6 off 10,,F du Plessis,CSK,8-200 (120),spin
S07M061,2,35,28,125.0,12-1(1.5),66-3(8.5),0.0,22 off 16,13 off 12,,F du Plessis,CSK,7-195 (120),neutralish
S07M066,2,55,34,161.76,36-1(3.3),145-2(13.5),0.0,25 off 12,30 off 22,,F du Plessis,CSK,5-225 (120),neutralish
S07M005,1,5,3,166.67,179-4(17.5),189-5(18.2),0.0,,,5 off 3,JC Buttler,SRH,8-195 (120),neutralish
S07M019,2,6,6,100.0,1-0(0.1),7-1(1.1),0.0,6 off 6,,,JC Buttler,SRH,8-193 (120),neutralish
S07M037,2,43,25,172.0,90-1(7.2),,1.0,,30 off 21,13 off 4,JC Buttler,SRH,2-179 (96),neutralish
S07M052,1,10,6,166.67,196-4(18.0),,1.0,,,10 off 6,JC Buttler,SRH,4-220 (120),pace
S07M068,2,31,19,163.16,118-3(11.2),171-6(17.4),0.0,,16 off 11,15 off 8,JC Buttler,SRH,9-191 (120),neutralish
S07M013,1,26,22,118.18,50-2(6.0),100-3(12.0),1.0,0 off 1,26 off 21,,Nithish Kumar Reddy,GT,5-192 (120),spin
S07M016,2,9,7,128.57,148-3(14.3),181-5(16.5),1.0,,1 off 3,8 off 4,Nithish Kumar Reddy,GT,7-214 (115),spin
S07M022,2,30,17,176.47,129-5(12.2),,1.0,,11 off 6,19 off 11,Nithish Kumar Reddy,GT,6-193 (112),spin
S07M032,2,6,6,100.0,147-3(12.3),155-4(13.5),0.0,,6 off 6,,Nithish Kumar Reddy,GT,4-220 (120),spin
S07M045,1,21,12,175.0,123-5(13.3),,0.0,,6 off 3,15 off 9,Nithish Kumar Reddy,GT,7-183 (120),neutralish
S07M050,2,2,3,66.67,154-5(12.5),156-6(13.3),0.0,,2 off 3,,Nithish Kumar Reddy,GT,10-188 (109),neutralish
S07M002,2,8,4,200.0,150-2(17.5),168-3(18.5),1.0,,,8 off 4,T Stubbs,PBKS,3-184 (118),pace
S07M009,2,18,14,128.57,61-5(7.2),,1.0,,18 off 14,,T Stubbs,PBKS,5-92 (70),spin
S07M013,2,8,10,80.0,146-5(14.3),180-7(17.1),0.0,,0 off 4,8 off 6,T Stubbs,PBKS,10-182 (112),spin
S07M017,2,21,11,190.91,95-2(11.3),,1.0,,21 off 11,,T Stubbs,PBKS,4-135 (94),pace
S07M023,2,26,20,130.0,42-2(5.2),93-4(11.2),0.0,6 off 5,20 off 15,,T Stubbs,PBKS,4-179 (120),pace
S07M026,1,5,3,166.67,139-4(13.0),148-5(14.0),1.0,,5 off 3,,T Stubbs,PBKS,10-198 (110),pace
S07M043,2,0,1,0.0,145-6(13.0),145-6(13.0),0.0,,0 off 1,,T Stubbs,PBKS,10-179 (106),spin
S07M053,2,0,2,0.0,150-2(15.2),150-3(15.3),0.0,,,0 off 2,T Stubbs,PBKS,6-194 (120),pace
S07M070,2,6,9,66.67,64-2(5.3),73-3(7.2),0.0,1 off 4,5 off 5,,T Stubbs,PBKS,10-132 (95),pace
S07M005,2,1,5,20.0,22-1(2.0),22-2(2.4),1.0,1 off 5,,,V Kohli,RR,4-196 (115),neutralish
S07M015,2,18,8,225.0,4-0(0.1),23-2(1.4),0.0,18 off 8,,,V Kohli,RR,8-206 (120),neutralish
S07M020,2,1,4,25.0,0-0(0.1),2-1(0.5),0.0,1 off 4,,,V Kohli,RR,10-168 (118),spin
S07M025,2,0,1,0.0,1-1(0.2),1-1(0.2),0.0,0 off 1,,,V Kohli,RR,4-191 (120),pace
S07M029,1,1,2,50.0,156-4(15.2),159-5(16.2),0.0,,,1 off 2,V Kohli,RR,10-190 (120),pace
S07M035,1,16,9,177.78,179-2(17.3),,1.0,,,16 off 9,V Kohli,RR,2-219 (120),spin
S07M040,2,4,11,36.36,22-2(4.3),35-3(8.0),1.0,0 off 5,4 off 6,,V Kohli,RR,4-76 (74),spin
S07M045,2,8,9,88.89,64-2(5.3),79-3(8.4),1.0,1 off 2,7 off 7,,V Kohli,RR,6-184 (103),neutralish
S07M051,1,20,17,117.65,0-0(0.1),30-1(3.3),0.0,20 off 17,,,V Kohli,RR,5-204 (120),pace
S07M065,2,16,13,123.08,1-0(0.1),33-2(4.3),0.0,16 off 13,,,V Kohli,RR,10-188 (115),spin
S07M034,1,5,4,125.0,152-4(16.2),160-5(17.3),0.0,,,5 off 4,Rituraj Sharma,DC,6-201 (120),pace
S07M055,1,30,22,136.36,97-3(11.5),164-5(18.0),1.0,,9 off 10,21 off 12,Rituraj Sharma,DC,6-177 (120),spin
S07M065,1,49,22,222.73,133-3(11.5),209-4(17.2),1.0,,24 off 11,25 off 11,Rituraj Sharma,DC,5-240 (120),spin
S07M067,1,0,2,0.0,127-3(13.0),132-4(13.3),1.0,,0 off 2,,Rituraj Sharma,DC,7-202 (120),spin
S07M007,1,10,9,111.11,175-6(17.2),,1.0,,,10 off 9,AD Russell,DC,6-207 (120),pace
S07M012,2,1,1,100.0,217-6(20.0),,0.0,,,1 off 1,AD Russell,DC,6-217 (120),neutralish
S07M018,1,12,9,133.33,120-6(12.0),139-7(14.5),0.0,,12 off 9,,AD Russell,DC,10-161 (118),neutralish
S07M021,1,0,1,0.0,223-7(19.0),223-7(19.0),1.0,,,0 off 1,AD Russell,DC,7-243 (120),pace
S07M026,2,17,11,154.55,130-5(14.0),164-6(17.3),0.0,,2 off 3,15 off 8,AD Russell,DC,9-184 (120),pace
S07M034,1,16,6,266.67,162-5(17.4),200-6(19.5),0.0,,,16 off 6,AD Russell,DC,6-201 (120),pace
S07M044,1,8,3,266.67,214-7(19.3),,0.0,,,8 off 3,AD Russell,DC,7-219 (120),spin
S07M065,1,10,7,142.86,215-5(17.4),,1.0,,,10 off 7,AD Russell,DC,5-240 (120),spin
S07M067,1,4,2,200.0,137-5(14.0),138-6(14.2),1.0,,4 off 2,,AD Russell,DC,7-202 (120),spin
S07M012,2,26,15,173.33,158-3(15.3),216-6(19.5),0.0,,,26 off 15,AK Markram,DC,6-217 (120),neutralish
S07M018,1,0,1,0.0,114-5(11.4),114-5(11.4),0.0,,0 off 1,,AK Markram,DC,10-161 (118),neutralish
S07M044,1,7,8,87.5,197-6(17.5),,0.0,,,7 off 8,AK Markram,DC,7-219 (120),spin
S07M049,2,0,1,0.0,19-1(1.0),19-1(1.0),1.0,0 off 1,,,AK Markram,DC,8-111 (82),spin
S07M055,1,32,25,128.0,18-0(1.1),71-1(7.4),1.0,29 off 20,3 off 5,,AK Markram,DC,6-177 (120),spin
S07M065,1,2,8,25.0,6-0(0.3),13-1(2.2),1.0,2 off 8,,,AK Markram,DC,5-240 (120),spin
S07M067,1,11,12,91.67,12-0(0.5),44-1(4.2),1.0,11 off 12,,,AK Markram,DC,7-202 (120),spin
S07M003,2,11,7,157.14,149-3(15.2),165-5(17.3),0.0,,,11 off 7,AB de Villiers,CSK,10-172 (114),pace
S07M010,1,1,3,33.33,26-2(3.2),33-3(4.1),0.0,1 off 3,,,AB de Villiers,CSK,6-180 (120),neutralish
S07M014,1,29,14,207.14,111-4(13.2),160-5(17.3),0.0,,3 off 4,26 off 10,AB de Villiers,CSK,9-171 (120),spin
S07M024,1,3,4,75.0,117-4(13.4),121-5(14.4),0.0,,3 off 4,,AB de Villiers,CSK,10-173 (115),spin
S07M034,2,21,15,140.0,132-4(13.0),,1.0,,9 off 9,12 off 6,AB de Villiers,CSK,5-203 (108),pace
S07M036,1,5,8,62.5,61-3(6.3),76-4(8.1),0.0,,5 off 8,,AB de Villiers,CSK,8-187 (120),spin
S07M043,1,6,13,46.15,87-4(9.5),104-5(13.3),1.0,,6 off 13,,AB de Villiers,CSK,6-198 (120),spin
S07M059,1,39,35,111.43,7-0(0.4),93-2(12.3),1.0,17 off 14,22 off 21,,MS Pepper,KKR,5-180 (120),pace
S07M064,2,22,16,137.5,15-0(0.5),59-2(6.1),0.0,22 off 15,0 off 1,,MS Pepper,KKR,10-147 (96),pace
S07M070,1,13,9,144.44,1-0(0.3),21-3(2.3),1.0,13 off 9,,,MS Pepper,KKR,7-184 (120),pace
S07M037,1,38,24,158.33,96-5(11.2),167-6(17.5),0.0,,6 off 12,32 off 12,Akhil Singh Rawat,KKR,7-173 (120),neutralish
S07M059,1,7,2,350.0,179-5(19.5),,1.0,,,7 off 2,Akhil Singh Rawat,KKR,5-180 (120),pace
S07M070,1,22,7,314.29,144-4(16.3),,1.0,,,22 off 7,Akhil Singh Rawat,KKR,7-184 (120),pace
S07M002,1,5,6,83.33,98-2(11.0),127-4(14.1),0.0,,5 off 6,,SR Watson,LSG,8-183 (120),pace
S07M029,2,36,26,138.46,8-1(1.3),81-2(10.2),1.0,12 off 12,24 off 14,,SR Watson,LSG,2-194 (118),pace
S07M048,2,5,6,83.33,158-2(15.5),175-3(18.0),1.0,,,5 off 6,SR Watson,LSG,4-198 (118),pace
S07M052,2,21,6,350.0,182-6(18.2),,0.0,,,21 off 6,SR Watson,LSG,7-212 (120),pace
S07M056,2,0,3,0.0,31-1(3.3),31-2(3.5),0.0,0 off 3,,,SR Watson,LSG,8-218 (120),neutralish
S07M003,1,0,1,0.0,1-0(0.0),1-1(0.1),1.0,0 off 1,,,BM Duckett,KKR,8-224 (120),pace
S07M008,2,34,18,188.89,11-0(0.5),48-2(5.2),0.0,34 off 18,,,BM Duckett,KKR,10-124 (101),spin
S07M011,1,8,6,133.33,3-0(0.1),14-1(1.3),1.0,8 off 6,,,BM Duckett,KKR,5-194 (120),spin
S07M017,1,18,15,120.0,0-0(0.1),29-1(4.0),0.0,18 off 15,,,BM Duckett,KKR,10-134 (106),pace
S07M008,2,0,1,0.0,76-5(9.4),76-5(9.4),0.0,,0 off 1,,Suryansh Shedge,KKR,10-124 (101),spin
S07M017,1,23,18,127.78,91-6(9.3),,0.0,,21 off 16,2 off 2,Suryansh Shedge,KKR,10-134 (106),pace
S07M037,1,1,3,33.33,167-6(18.0),172-7(18.4),0.0,,,1 off 3,Suryansh Shedge,KKR,7-173 (120),neutralish
S07M046,1,19,21,90.48,123-6(14.4),,1.0,,1 off 1,18 off 20,Suryansh Shedge,KKR,9-143 (120),pace
S07M070,1,17,9,188.89,165-6(17.5),183-7(19.3),1.0,,,17 off 9,Suryansh Shedge,KKR,7-184 (120),pace
S07M003,2,6,2,300.0,142-2(14.5),142-3(15.0),0.0,,6 off 2,,KA Pollard,CSK,10-172 (114),pace
S07M010,1,5,7,71.43,157-4(16.2),168-5(18.1),0.0,,,5 off 7,KA Pollard,CSK,6-180 (120),neutralish
S07M034,2,43,31,138.71,69-2(5.5),169-5(16.4),1.0,5 off 2,26 off 24,12 off 5,KA Pollard,CSK,5-203 (108),pace
S07M050,1,0,1,0.0,190-5(17.4),190-5(17.4),1.0,,,0 off 1,KA Pollard,CSK,9-202 (120),neutralish
S07M058,1,5,7,71.43,132-4(14.4),180-5(18.3),0.0,,1 off 1,4 off 6,KA Pollard,CSK,6-201 (120),pace
S07M012,1,13,7,185.71,189-4(16.5),234-6(19.5),1.0,,,13 off 7,T Banton,SRH,7-234 (120),neutralish
S07M022,1,10,4,250.0,174-5(17.4),183-6(18.2),0.0,,,10 off 4,T Banton,SRH,7-192 (120),spin
S07M063,1,28,19,147.37,114-4(12.2),174-6(17.4),1.0,,19 off 10,9 off 9,T Banton,SRH,7-205 (120),pace
S07M068,2,6,5,120.0,161-4(16.2),165-5(17.0),0.0,,,6 off 5,T Banton,SRH,9-191 (120),neutralish
S07M025,1,36,25,144.0,115-4(11.2),,1.0,,12 off 11,24 off 14,Salman Nizar,KKR,5-202 (120),pace
S07M028,1,8,9,88.89,102-5(11.2),128-8(15.5),0.0,,4 off 7,4 off 2,Salman Nizar,KKR,10-129 (105),pace
S07M032,1,13,8,162.5,198-6(16.3),226-8(19.2),1.0,,,13 off 8,Salman Nizar,KKR,9-226 (120),spin
S07M070,1,0,1,0.0,159-6(17.4),159-6(17.4),1.0,,,0 off 1,Salman Nizar,KKR,7-184 (120),pace
S07M016,2,30,12,250.0,173-4(16.0),,1.0,,,30 off 12,Rishabh Chouhan,GT,7-214 (115),spin
S07M022,2,0,1,0.0,118-5(11.2),118-5(11.2),1.0,,0 off 1,,Rishabh Chouhan,GT,6-193 (112),spin
S07M032,2,26,18,144.44,156-4(14.0),,0.0,,7 off 4,19 off 14,Rishabh Chouhan,GT,4-220 (120),spin
S07M007,1,34,13,261.54,161-5(16.0),,1.0,,,34 off 13,Karan Shinde,DC,6-207 (120),pace
S07M018,1,0,1,0.0,114-6(11.5),114-6(11.5),0.0,,0 off 1,,Karan Shinde,DC,10-161 (118),neutralish
S07M021,1,2,4,50.0,222-5(18.2),223-6(18.5),1.0,,,2 off 4,Karan Shinde,DC,7-243 (120),pace
S07M044,1,18,6,300.0,189-5(16.5),208-7(19.2),0.0,,,18 off 6,Karan Shinde,DC,7-219 (120),spin
S07M049,2,1,4,25.0,93-4(7.3),96-5(8.2),1.0,,1 off 4,,Karan Shinde,DC,8-111 (82),spin
S07M008,2,8,11,72.73,61-3(6.4),76-4(9.3),0.0,,8 off 11,,LS Livingstone,KKR,10-124 (101),spin
S07M011,1,1,2,50.0,190-5(19.4),,1.0,,,1 off 2,LS Livingstone,KKR,5-194 (120),spin
S07M025,1,17,13,130.77,5-0(0.2),41-2(5.2),1.0,17 off 13,,,LS Livingstone,KKR,5-202 (120),pace
